Player,Wyscout id,Team within selected timeframe,Position,Age,Goals,Assists,Minutes played,Temporada
L. Cartés,-91177,Plaza Colonia,GK,22.0,0,0,842,2020
M. Amondarain,272069,Rentistas,"LCB, RCB3",27.0,0,0,841,2020
A. Acosta,-192851,Rentistas,"LCMF, LW, LCMF3",19.0,0,1,839,2020
A. Lima,193603,Defensor Sporting,"LW, LAMF, LWF",30.0,2,1,836,2020
C. Fernández,-79533,Fénix,"RWF, RW, RAMF",28.0,2,3,834,2020
G. Filgueira,13809,Cerro,LB,34.0,0,1,833,2020
M. Comachi,157288,Danubio,CF,28.0,2,0,825,2020
H. Magallanes,373321,Cerro Largo,"RCB, LCB",23.0,0,0,820,2020
R. Pastorini,91625,Wanderers,"CF, AMF",30.0,3,2,816,2020
R. Bentancur,98027,Cerro Largo,GK,31.0,0,0,816,2020
L. Mejía,90581,Nacional,GK,29.0,0,0,810,2020
M. Bogliacino,17672,Deportivo Maldonado,"LCMF, RCMF",40.0,0,0,809,2020
M. Rodríguez,486246,Danubio,"RCMF, RCMF3, LCMF3",21.0,0,0,802,2020
I. Pallas,41826,Fénix,LCB,37.0,0,0,795,2020
A. Dávila,486705,Liverpool,"CF, LW, RWF",21.0,1,0,794,2020
G. Alles,171252,Progreso,CF,30.0,4,2,788,2020
F. Pellistri,-116402,Peñarol,"RAMF, AMF, LW",18.0,0,1,787,2020
L. Boggio,-63392,Defensor Sporting,"RCMF, RCMF3, LCMF",21.0,0,0,784,2020
A. Alfaro,486237,Fénix,"LCMF3, LWB, LW",21.0,1,1,780,2020
L. Rodríguez,262243,Danubio,CF,27.0,2,1,772,2020
M. Alonso,62165,River Plate,"CF, AMF",35.0,4,0,771,2020
N. Machado,446635,Fénix,"CF, LWF, RWF",23.0,2,0,771,2020
S. Arias,499291,Boston River,"RCMF, LCMF, DMF",25.0,0,1,767,2020
F. Duarte,-214816,Rentistas,"RB, LCMF, RWB",20.0,0,0,764,2020
Xisco Jiménez,3080,Peñarol,CF,34.0,1,1,764,2020
T. Viudez,63464,Defensor Sporting,"AMF, RW, LWF",30.0,1,1,762,2020
R. Flores,92455,Boston River,"AMF, LCMF, RCMF",34.0,0,0,754,2020
J. Acosta,434036,Peñarol,RB,26.0,0,1,751,2020
D. Romero,-235768,Boston River,"LW, LB5, LDMF",20.0,1,0,738,2020
A. Ravecca,92946,Deportivo Maldonado,"LB, RB, RW",31.0,0,0,717,2020
J. Gutiérrez,-64360,Danubio,"LW, RWF, CF",18.0,1,0,714,2020
A. Hernández,-123161,Cerro,"LCB3, LCB",23.0,0,0,704,2020
G. Nápoli,474142,Defensor Sporting,"LCMF, LCMF3",20.0,0,2,702,2020
S. Rodríguez,23533,Danubio,LCB,35.0,0,0,661,2020
I. Colombini,114389,Defensor Sporting,"CF, RW",28.0,2,0,661,2020
M. Ponte,-235233,Danubio,RB,17.0,0,0,658,2020
D. Denis,199077,Danubio,GK,28.0,0,0,648,2020
Kaique,291791,Fénix,"LWF, RWF, RW",24.0,2,0,637,2020
F. Castellanos,323111,Deportivo Maldonado,"LW, LAMF",27.0,1,0,627,2020
R. Amaral,393476,Nacional,"AMF, CF, LW",23.0,1,1,621,2020
D. Nandín,-241809,Cerro,CF,18.0,0,0,618,2020
C. Chávez,26102,Defensor Sporting,CF,33.0,1,1,599,2020
M. Tapia,249827,Boston River,"LCMF, LW, AMF",27.0,0,0,592,2020
F. Laens,23408,Progreso,CF,32.0,0,0,588,2020
F. Parada,474728,Rentistas,"RCB, CB, RCB3",20.0,0,0,587,2020
M. Silvera,-109647,Cerro,"CB, LCB, LCB3",21.0,0,0,583,2020
E. Bermúdez,482534,Danubio,GK,23.0,0,0,579,2020
Ó. Piris,365835,Torque,"RCB, RCB3, LCB",31.0,1,0,576,2020
J. Plada,-74180,River Plate,"RWB, RB5",21.0,0,0,576,2020
J. Urretaviscaya,72487,Peñarol,"RW, RAMF, LAMF",30.0,1,1,575,2020
G. Álvarez,-68001,Defensor Sporting,"LCB, RCB",20.0,0,0,573,2020
A. Peña,72679,Torque,"RB, CB",31.0,0,0,566,2020
I. Yepez,444664,Cerro,"CF, LB, RAMF",21.0,1,1,564,2020
L. Olaizola,-184704,Boston River,"LW, LAMF",18.0,0,0,564,2020
J. Albín,9937,Defensor Sporting,"AMF, LCMF3",34.0,2,0,564,2020
C. Herrera,28210,River Plate,"RCB3, CB, RWB",32.0,0,0,563,2020
E. Mac Eachen,178126,Cerro Largo,LCB,28.0,0,0,563,2020
J. Quintana,-69039,River Plate,"RB5, RWB",20.0,0,0,562,2020
I. Tejería,489581,Boston River,"RCB, RCB3, LCB",20.0,0,0,557,2020
F. Zuculini,31547,Defensor Sporting,"LCMF3, LCMF, RCMF",29.0,1,0,554,2020
R. García,143236,Nacional,"DMF, RDMF",31.0,0,0,551,2020
M. De Los Santos,-49516,Peñarol,"LCMF, RW, LCMF3",21.0,0,0,545,2020
R. Herrera,76862,Peñarol,"RCB, LCB, RB",31.0,0,0,544,2020
L. Núñez,-113256,Deportivo Maldonado,"RCB, RCB3",19.0,1,0,536,2020
F. Silvera,485369,River Plate,"LWB, LB5, LCMF3",23.0,1,0,535,2020
C. Zoryez,143075,Deportivo Maldonado,"RCB, LCB",32.0,0,1,529,2020
G. Pereira,148490,Wanderers,"LCMF, CB, RCMF",29.0,0,0,528,2020
S. Gorga,181036,Boston River,LCB,26.0,0,0,528,2020
I. González,10390,Wanderers,"AMF, CF, RCMF3",38.0,3,0,527,2020
T. Borbas,-171589,River Plate,CF,18.0,3,0,509,2020
S. Montero,413013,Cerro Largo,RB,22.0,0,0,507,2020
A. Miranda,301879,Plaza Colonia,"LAMF, RAMF",27.0,0,0,497,2020
S. Gáspari,448509,Progreso,LW,26.0,0,0,494,2020
G. Leyes,176517,Cerro Largo,"CF, LWF",30.0,1,2,493,2020
M. Jones,97057,Danubio,"AMF, LB",29.0,1,0,488,2020
C. Bravo,185321,Peñarol,"RAMF, RW, LAMF",26.0,0,1,486,2020
M. Gallardo,-247063,Progreso,"RCB, RCB3",20.0,0,1,485,2020
Y. Quintana,452485,Danubio,"RCB, CB",24.0,0,0,483,2020
F. Silvera,-150131,Danubio,"LW, RW, AMF",18.0,0,0,481,2020
J. Trinidad,438402,Fénix,CF,27.0,1,0,469,2020
N. Siri,-140273,Danubio,CF,16.0,4,0,467,2020
M. Santos,263710,Torque,"DMF, AMF",26.0,2,0,459,2020
D. Casas,288416,Deportivo Maldonado,CF,25.0,0,2,459,2020
G. Bueno,192598,Liverpool,"LW, LWF",27.0,3,2,457,2020
K. Moreira,-116396,Cerro,"LB, LWB, LB5",23.0,0,0,456,2020
F. Catarozzi,-214946,Torque,"LCMF3, DMF, AMF",20.0,0,0,442,2020
J. Graví,328605,Plaza Colonia,"LW, RW, RAMF",26.0,0,0,440,2020
B. Acosta,499275,Danubio,"RW, RAMF",22.0,1,0,440,2020
G. Araújo,103127,Cerro,GK,27.0,0,0,439,2020
J. Lew Veloso,-131461,Progreso,"DMF, RCMF, LCMF",22.0,1,1,433,2020
L. Machado,77321,Deportivo Maldonado,CF,28.0,0,0,424,2020
B. Scorza,-170762,Fénix,CF,19.0,0,1,417,2020
A. Silva,249820,Progreso,"RB, LW",27.0,0,1,412,2020
C. Silva,253534,Fénix,"LCMF3, LCMF, LW",26.0,0,0,406,2020
R. Díaz,-92942,Progreso,"LB, LCB",24.0,0,0,401,2020
G. Reyes,273677,Wanderers,"RW, LAMF, LW",24.0,0,0,396,2020
A. Della Nave,440432,Cerro,"CF, LW",22.0,1,0,395,2020
R. Núñez,-89200,Fénix,"DMF, LCMF, RCMF",22.0,0,0,393,2020
A. Machado,-110859,Cerro,"CF, LAMF, RWF",18.0,0,0,390,2020
M. Rodríguez,-130329,Progreso,RW,20.0,0,0,388,2020
I. Salazar,450066,Plaza Colonia,"LDMF, LCMF, RCMF",22.0,0,0,388,2020
F. Milán,474732,Defensor Sporting,CF,19.0,3,0,385,2020
R. Mieres,91605,Progreso,LCB,31.0,0,0,385,2020
E. Sosa,-49580,Cerro,"RCMF, DMF, LCMF",22.0,0,1,377,2020
Á. Vázquez,-169970,Liverpool,"LCMF, RCMF, RDMF",18.0,0,0,368,2020
T. Galletto,-173876,River Plate,"RCMF3, RCMF",18.0,0,0,365,2020
R. Dorrego,434581,Cerro Largo,"RW, RAMF, LW",25.0,0,0,363,2020
K. Rolón,-240579,Wanderers,LWB,19.0,1,0,351,2020
F. Estoyanoff,3078,Peñarol,"RW, RAMF, LW",37.0,1,2,344,2020
R. Vidal,-116216,Progreso,RB,20.0,1,0,338,2020
L. Acevedo,-66470,Peñarol,CF,23.0,0,0,335,2020
N. Pantaleone,247720,Danubio,LB,27.0,0,0,320,2020
F. Boné,303205,River Plate,"LCMF3, LWB",24.0,0,0,319,2020
M. Valiente,-74160,Rentistas,CF,20.0,1,0,308,2020
T. Cardozo,289952,Peñarol,GK,24.0,0,0,303,2020
S. Fernández,55486,Nacional,"CF, AMF, LAMF",35.0,0,0,302,2020
Mosquito,287915,Deportivo Maldonado,CF,24.0,1,1,301,2020
R. Sánchez,322179,Progreso,GK,22.0,0,0,294,2020
F. Vigo,430548,River Plate,LCMF3,21.0,0,0,294,2020
N. Marichal,-160228,Nacional,LCB,19.0,0,0,290,2020
M. Silveira,453797,Wanderers,GK,20.0,0,0,286,2020
I. González,277257,Plaza Colonia,"RAMF, CF, AMF",26.0,0,0,284,2020
E. Hernández,47880,Fénix,GK,35.0,0,0,278,2020
J. González,474135,Defensor Sporting,"RB, RCB",20.0,0,0,277,2020
S. Blanco,23402,Torque,"CF, AMF",38.0,0,0,276,2020
B. Foliados,247641,Cerro Largo,"CF, LW, AMF",28.0,0,1,271,2020
F. Waller,337589,Plaza Colonia,,23.0,0,0,270,2020
N. Guirin,340281,Plaza Colonia,,25.0,0,0,270,2020
A. Nahuelpán,52285,Peñarol,CF,32.0,1,1,267,2020
F. Andueza,396156,Plaza Colonia,"LCB, RCB",23.0,0,0,267,2020
A. Rosso,276258,Progreso,"RW, LW",27.0,0,0,251,2020
B. Ferrares,474726,Cerro Largo,"LCB, RCB",20.0,1,0,249,2020
F. Trinidad,-192850,Liverpool,"RW, LW, RWF",18.0,0,0,243,2020
E. Martínez,449015,Peñarol,"LCB, LB",22.0,0,0,240,2020
M. Suárez,-140272,Wanderers,"LCMF, RB",16.0,0,0,238,2020
N. Guzmán,-171729,Torque,"RAMF, RWB, LCMF3",21.0,0,1,237,2020
D. Duque,-194080,Cerro,"LCB, DMF",22.0,0,0,234,2020
G. Verdún Vera,-197945,Plaza Colonia,RCB,24.0,1,0,229,2020
E. Mercado,-172743,Danubio,"CF, AMF, RAMF",23.0,0,0,226,2020
C. Núñez,116724,Cerro Largo,"CF, AMF",28.0,1,0,219,2020
E. Umeres,-235792,Plaza Colonia,"RW, RCMF, RCMF3",24.0,0,0,217,2020
L. Ontivero,292760,Rentistas,"CF, RW, RCMF3",25.0,0,0,213,2020
S. Nagüel,199372,Deportivo Maldonado,"RW, RCMF3, LAMF",27.0,0,0,213,2020
J. Toledo,-76651,Fénix,"RB, RCB3",24.0,0,0,210,2020
L. Rodríguez,403768,Cerro Largo,"CF, RWF, RW",21.0,0,0,202,2020
S. Guerrero,-236495,Torque,"CF, AMF",19.0,2,1,198,2020
M. Fernández,-206461,Cerro,"AMF, CF",17.0,0,0,197,2020
G. Rojas,432111,Peñarol,LB,23.0,0,0,195,2020
F. Correa,-171590,River Plate,GK,19.0,0,0,194,2020
M. Pintos,482308,Peñarol,LB,20.0,0,1,193,2020
J. Fernández,-74176,River Plate,"LCB3, CB",21.0,0,0,193,2020
F. Bautista,430043,Rentistas,"RB, RWB, RB5",23.0,0,0,190,2020
L. Ribeiro,-89264,Liverpool,"RW, LW",20.0,0,0,190,2020
A. González,-69050,Deportivo Maldonado,CF,18.0,0,0,188,2020
R. Acosta,322463,Deportivo Maldonado,"RW, LW",29.0,0,0,187,2020
C. Sellanes,-74196,Cerro,"AMF, LW, LCMF3",21.0,0,0,186,2020
V. Rodríguez,-233893,Peñarol,"LB, LW",19.0,0,0,185,2020
S. Núñez,-160632,Peñarol,"CF, LW, RW",20.0,0,0,185,2020
M. Cubero,154887,Torque,GK,26.0,0,0,178,2020
D. Olivera,-115323,Peñarol,"LAMF, RW, CF",21.0,0,0,173,2020
G. Chocobar,-243341,Torque,"RCB, DMF",21.0,1,0,171,2020
G. Latorre,289962,Cerro Largo,"LAMF, LCMF3, LWF",24.0,0,0,164,2020
D. Cor,-194827,Liverpool,"RW, AMF, LW",20.0,1,1,163,2020
H. Labraga,-248265,Wanderers,"RCB3, RCB",20.0,0,0,162,2020
Álex de Freitas,-103440,Deportivo Maldonado,"LB, LB5",21.0,0,0,158,2020
Felipe Gedoz,228750,Nacional,"LW, AMF",26.0,0,0,154,2020
C. Barros,-69057,Defensor Sporting,"RAMF, RW",20.0,0,0,151,2020
M. Alonso,-57222,Peñarol,LW,18.0,0,0,150,2020
C. Romaña,-81525,Danubio,"RCB, RB",20.0,0,0,150,2020
F. Píriz,476720,Plaza Colonia,"LB, LW",22.0,0,0,149,2020
G. Plada,-206355,Wanderers,"LW, RW",19.0,0,0,144,2020
M. da Luz,452054,River Plate,"CF, AMF, RCMF3",25.0,0,0,141,2020
K. Lewis,486250,Peñarol,"LCMF3, RAMF, LAMF",21.0,0,0,135,2020
B. Barone,329596,Cerro Largo,"LAMF, AMF",26.0,0,0,133,2020
L. Lemos,-116193,Liverpool,RCB3,20.0,0,0,128,2020
G. Centurión,-103841,Nacional,GK,19.0,0,0,126,2020
F. Rodríguez,142820,Deportivo Maldonado,CF,29.0,0,0,126,2020
A. Müller,417115,Cerro Largo,"LCMF3, CF",23.0,0,0,121,2020
Santiago Ramirez,-109670,Nacional,"AMF, CF, RW",18.0,0,0,119,2020
L. Núñez,-214824,Cerro,"LB, CF",19.0,0,0,112,2020
N. Ruiz,-170761,Fénix,"RWF, CF",21.0,0,0,110,2020
I. Enriquez,-160806,Plaza Colonia,"CF, AMF",20.0,1,0,110,2020
G. Firpo,57231,Liverpool,"DMF, RCB, LCMF",32.0,0,0,110,2020
G. Martirena,-171697,Liverpool,"RWB, RB5, RB",20.0,0,0,107,2020
M. Caseras,322910,Plaza Colonia,,27.0,0,0,106,2020
J. Recoba,-116204,Fénix,"RCMF3, LCMF3, RWB",23.0,0,0,101,2020
R. Rizzo,-233834,Cerro,GK,19.0,0,0,99,2020
M. Jacquet,330034,Nacional,RCB,25.0,0,0,99,2020
R. De Olivera,276322,Torque,"LAMF, RW, LW",25.0,0,0,97,2020
L. Gelpi,149829,Deportivo Maldonado,GK,29.0,0,0,97,2020
S. Cartagena,-110865,Nacional,"RCMF, LCMF, RDMF",17.0,1,0,91,2020
M. Fratta,448455,Boston River,,22.0,0,0,90,2020
B. Barja,-192893,Boston River,CF,17.0,0,0,88,2020
M. Tavares,459445,Cerro Largo,"AMF, CF",23.0,0,0,88,2020
S. Merlo,-49500,Cerro Largo,LW,21.0,0,0,82,2020
D. Gurri,322529,Boston River,"RB, LW",27.0,0,0,81,2020
G. Viera,474143,Liverpool,"LW, RW",19.0,0,0,80,2020
Lucas Rodrigues,-70250,Plaza Colonia,"RB, RW",21.0,0,0,75,2020
N. Santana,-121295,Cerro,"RDMF, LCMF",23.0,0,0,74,2020
Federico Andrade,-116398,Cerro,"CF, RAMF",20.0,0,0,74,2020
F. Martínez,-172331,Danubio,"LW, LB",19.0,0,0,74,2020
A. Santurio,-150128,Wanderers,"CF, RW",19.0,0,1,71,2020
J. Jorge,504505,Cerro Largo,"RW, RDMF",21.0,0,0,71,2020
N. Leites,371555,Cerro Largo,LW,22.0,0,0,71,2020
J. Sosa,-57215,Nacional,"LB, LCB",18.0,0,1,67,2020
G. Wagner,-96687,Wanderers,"RDMF, LCMF",18.0,0,0,65,2020
L. Rodríguez,-235501,Progreso,"CF, LWB",17.0,0,0,63,2020
V. Mosquilo,-247061,Progreso,CF,18.0,0,0,62,2020
J. Acosta,160014,Liverpool,RW,29.0,0,0,62,2020
A. Barcellos,-248267,Wanderers,LB,18.0,0,0,60,2020
A. González,472799,Nacional,"LWB, AMF",23.0,0,0,55,2020
M. Pereira,236905,Liverpool,LB,25.0,0,0,54,2020
M. Abeijón,-159285,Liverpool,CF,20.0,0,0,54,2020
R. Álvarez,489423,Cerro,"RWB, LW",22.0,0,0,53,2020
L. Onetto,474823,Danubio,LAMF,23.0,0,0,47,2020
G. Pintos,-118479,Cerro,AMF,22.0,0,0,46,2020
I. Velázquez,-64353,Nacional,LB,17.0,0,0,41,2020
P. López,486609,Defensor Sporting,"LWF, LW",23.0,0,1,37,2020
D. Cure,195185,Boston River,CF,29.0,0,0,36,2020
F. Pintos,201141,Cerro,"DMF, LCMF",27.0,0,0,36,2020
J. Wigman,-235786,Plaza Colonia,CF,20.0,0,0,35,2020
M. Sosa,102605,Boston River,"LW, LWF",27.0,0,0,33,2020
D. Martiñones,88340,Danubio,,35.0,0,0,32,2020
C. Barboza,-248268,Wanderers,LW,16.0,0,0,31,2020
L. Ruiz Díaz,198918,Plaza Colonia,RW,30.0,0,0,31,2020
J. Paredes,490835,Torque,"AMF, CF",19.0,0,0,29,2020
N. Franco,433280,Peñarol,CF,24.0,0,0,25,2020
A. Morales Viñotti,-74181,River Plate,LCMF3,22.0,0,0,24,2020
M. Correa,-160619,Peñarol,GK,20.0,0,0,23,2020
B. Leis,-37096,Boston River,RW,19.0,0,0,21,2020
E. Mechoso,474731,Peñarol,LW,20.0,0,0,20,2020
M. Deorta,-175379,Danubio,"CF, LW",20.0,1,0,19,2020
M. Novick,90897,Peñarol,LW,36.0,0,0,17,2020
R. Ferreyra,-69053,Liverpool,"RW, LCMF",19.0,0,0,17,2020
L. Puyol,-237114,Rentistas,"LCMF3, RB5",17.0,0,0,17,2020
G. Montes,245341,Danubio,LCMF,25.0,0,0,14,2020
T. Nascente,-235239,Cerro Largo,CF,18.0,0,0,14,2020
J. Domínguez,-235238,Cerro Largo,"LW, DMF, RCMF",20.0,0,0,13,2020
N. Fernández,-234079,Rentistas,CF,17.0,0,0,12,2020
E. Oyola Chajías,-195148,Plaza Colonia,AMF,22.0,0,0,11,2020
E. Silveira,-235793,Plaza Colonia,RCB3,20.0,0,0,9,2020
R. Pérez,-193739,Plaza Colonia,LAMF,16.0,0,0,8,2020
F. Silvestre,-235789,Plaza Colonia,AMF,19.0,0,0,7,2020
M. Jourdan,-235788,Plaza Colonia,LCB3,18.0,0,0,7,2020
A. Pérez,-69051,Nacional,RAMF,18.0,0,0,3,2020
C. Canobbio,249810,Progreso,CF,38.0,0,0,1,2020
G. Falcón,391029,Boston River,GK,24.0,0,0,2907,2021
M. Silvera,399127,Cerrito,"CF, AMF",23.0,20,2,2862,2021
R. Herrera,76862,River Plate,"LCB, RCB",32.0,0,0,2856,2021
Y. Calleros,-76593,Plaza Colonia,"RCMF3, RCMF, LCB3",23.0,2,0,2836,2021
M. Arezo,-57218,River Plate,CF,18.0,16,4,2784,2021
Leonai,-114469,Plaza Colonia,"LCMF3, LCMF, RCMF3",26.0,1,2,2767,2021
A. Canobbio,452566,Peñarol,"RW, LW, RAMF",22.0,4,3,2747,2021
L. Otormín,316042,Cerro Largo,"CF, AMF",25.0,13,6,2736,2021
A. Rodríguez,474729,Boston River,"RCMF, LCMF, RCMF3",21.0,3,0,2709,2021
S. Ichazo,103065,River Plate,GK,29.0,0,0,2701,2021
K. Dawson,180998,Peñarol,GK,29.0,0,0,2671,2021
E. Beltrán,498555,Cerro Largo,"RB, RW, RWB",23.0,1,1,2651,2021
H. Ruíz Díaz,199076,Plaza Colonia,"RCB3, RCB",28.0,1,0,2651,2021
A. Teuten,-73102,Torque,LB,22.0,5,2,2641,2021
E. García,99752,Liverpool,"LCB, RCB, CB",31.0,4,0,2608,2021
F. Martínez,430453,Liverpool,"LWF, LW, RW",25.0,14,5,2591,2021
J. Alberti,434704,Boston River,"LCMF, RCMF, RCMF3",24.0,2,4,2580,2021
F. Bonifazi,412086,River Plate,LB,25.0,2,0,2580,2021
Gabriel Albín,-259747,Villa Española,"RW, RAMF",22.0,1,5,2547,2021
F. Pizzichillo,289968,Torque,RB,25.0,2,6,2545,2021
G. Kagelmacher,23535,Peñarol,"LCB, RCB",33.0,1,0,2528,2021
Y. Rodríguez,322779,Cerrito,"LCMF, RCMF, DMF",27.0,2,2,2521,2021
G. Camargo,252603,Plaza Colonia,"LWB, LB, LB5",30.0,2,2,2512,2021
N. Rodríguez,163043,River Plate,RB,30.0,1,2,2496,2021
C. Araújo,-113246,Wanderers,"RCMF, RDMF, RCMF3",20.0,0,2,2479,2021
J. Sosa,-57215,Rentistas,"LCB, LCB3",19.0,2,0,2437,2021
F. Labandeira,473450,Boston River,"RW, CF",25.0,8,2,2426,2021
Á. Brun,90566,Torque,"DMF, LDMF",34.0,1,1,2426,2021
J. Álvez,24230,Fénix,"RB, LB, RCB3",37.0,2,0,2421,2021
N. Olivera,248712,Plaza Colonia,"LCB3, LCB",28.0,0,1,2419,2021
H. Petryk,-233854,Wanderers,"RB, RCB3",26.0,0,3,2418,2021
S. Lentinelly,432677,Liverpool,GK,24.0,0,0,2412,2021
R. Formento,-90811,Progreso,GK,21.0,0,0,2410,2021
Á. Cayetano,169055,Cerro Largo,"LCB, RCB, RCB3",30.0,5,1,2400,2021
J. Aguirre,435386,Wanderers,"LCB, RCB, LCB3",24.0,2,0,2394,2021
M. Montiel,445675,River Plate,"RCMF, RDMF, RB",26.0,2,0,2365,2021
G. Pérez,-184699,Liverpool,"RCB, LCB, CB",20.0,0,1,2350,2021
E. Zeballos,247645,Plaza Colonia,"RWB, RB, RB5",29.0,4,2,2348,2021
A. Rodriguez,181312,Fénix,"RCMF, RCB, CB",28.0,1,1,2339,2021
N. Dibble,322922,Plaza Colonia,"CF, AMF",27.0,5,5,2336,2021
G. Guruceaga,292848,Torque,GK,26.0,0,0,2331,2021
F. Díaz,-113265,Liverpool,"DMF, LCMF, RCMF",18.0,1,1,2322,2021
N. Rossi,418266,Rentistas,GK,23.0,0,0,2322,2021
H. Figueredo,57148,Liverpool,"LCMF, RCMF3, LCMF3",36.0,4,6,2306,2021
H. Rivero,399041,Wanderers,CF,28.0,7,3,2303,2021
M. Ferreira,193600,Cerro Largo,"LB, LCB3, LCB",29.0,0,3,2302,2021
A. Álvarez,-160631,Peñarol,CF,20.0,13,3,2290,2021
M. Allende,425341,Torque,"LCMF, LCMF3, AMF",22.0,3,4,2279,2021
M. Brasil,447032,Cerro Largo,"RCB, CB",22.0,2,0,2271,2021
F. Ramos,304983,Deportivo Maldonado,"LCMF, AMF, LDMF",29.0,2,1,2257,2021
J. Trindade,277923,Peñarol,"DMF, RCMF",28.0,3,2,2246,2021
P. Ceppelini,73710,Peñarol,"LCMF, AMF, RCMF",29.0,8,1,2235,2021
I. de Arruabarrena,395239,Wanderers,GK,24.0,0,0,2228,2021
G. Andrada,-89486,Progreso,"RCMF, LCMF, DMF",24.0,0,0,2219,2021
F. Tealde,185281,Deportivo Maldonado,LB,32.0,1,1,2205,2021
S. Fernández,55486,Liverpool,"CF, RW",36.0,8,3,2192,2021
G. Nápoli,474142,River Plate,"LCMF, LDMF",21.0,0,0,2190,2021
L. Rodríguez,-116479,Torque,"RW, RWF",24.0,8,3,2180,2021
H. Toledo,419763,Deportivo Maldonado,"LW, RW, LAMF",25.0,1,1,2180,2021
P. Mouche,17593,Sud América,"CF, LAMF",33.0,3,4,2163,2021
L. Lozano,-49503,Boston River,"RB, RB5",22.0,0,3,2135,2021
F. Silva,289969,Villa Española,GK,24.0,1,0,2133,2021
T. Andrade,443649,Sud América,"RAMF, AMF, RW",24.0,8,1,2108,2021
A. Romero,397877,Progreso,"RCB, CB",23.0,0,0,2092,2021
T. Borbas,-171589,River Plate,"CF, RAMF, RW",19.0,7,3,2092,2021
L. País,181029,Wanderers,"AMF, RB, RAMF",27.0,3,4,2087,2021
E. Albín,91719,Villa Española,RB,32.0,0,0,2085,2021
J. Ríos,149590,Villa Española,"DMF, LCMF, LDMF",31.0,1,0,2059,2021
S. Mele,336006,Plaza Colonia,GK,23.0,0,0,2055,2021
G. Rodríguez,-146472,Boston River,"RCB, RCB3",21.0,0,0,2053,2021
M. Ferreira,399407,Cerrito,LCB,27.0,1,0,2043,2021
C. Rodríguez,91617,Peñarol,"RCB, LCB",31.0,1,0,2025,2021
A. Méndez,-93678,Nacional,"RB, LB",25.0,1,2,2014,2021
J. González,453202,Sud América,GK,28.0,0,0,2005,2021
D. Lerda,90574,Deportivo Maldonado,GK,34.0,0,0,2000,2021
R. López,225257,Plaza Colonia,CF,27.0,9,0,1999,2021
L. Boggio,-63392,River Plate,"RW, LAMF, LW",22.0,5,3,1974,2021
F. Pérez,-172773,Rentistas,"LW, LAMF",20.0,1,3,1971,2021
A. Trezza,-38478,Nacional,"LW, RW",22.0,4,2,1964,2021
D. Arismendi,23389,Torque,"LCB, RCB",33.0,2,1,1956,2021
Á. Fernández,24240,Plaza Colonia,"DMF, RCMF, LCMF",35.0,2,1,1944,2021
L. Mejía,90581,Fénix,GK,30.0,0,0,1937,2021
J. Ortíz,47901,Cerrito,"CF, RW, RAMF",39.0,1,5,1910,2021
P. Caballero,91631,Sud América,"LDMF, RDMF, RCMF",33.0,3,0,1900,2021
N. Marichal,-160228,Nacional,"LCB, RCB",20.0,0,0,1898,2021
D. Asconeguy,57181,Progreso,"LB, CB",34.0,0,0,1897,2021
M. Marta,485476,Progreso,"LCB, LCB3",24.0,1,0,1889,2021
M. Estol,355817,Cerro Largo,"LCMF, RCMF",26.0,1,2,1886,2021
A. Villoldo,249203,Cerrito,LB,31.0,0,2,1884,2021
G. Rodríguez,14186,Sud América,"LCB, CB",37.0,0,1,1874,2021
J. Urretaviscaya,72487,Rentistas,"RW, RAMF, LCMF3",31.0,3,1,1869,2021
G. Martirena,-171697,Liverpool,"RB, RWB",21.0,3,1,1868,2021
J. Perujo,57195,Cerrito,RB,36.0,0,1,1865,2021
G. Pereira,148490,Wanderers,"DMF, RCB, LCMF",30.0,0,1,1849,2021
C. Santucho,57272,Villa Española,LCB,36.0,0,0,1848,2021
M. Amondarain,272069,Cerrito,RCB,28.0,0,0,1842,2021
G. Acevedo,402389,Villa Española,"RCB, RB, RCB3",26.0,0,3,1840,2021
N. Quagliata,-113262,Wanderers,"LAMF, AMF, LW",22.0,4,4,1827,2021
M. Riquero,72461,Villa Española,"RCMF, RCMF3, LCMF",38.0,2,0,1817,2021
G. González,361593,Peñarol,RB,26.0,0,3,1806,2021
S. Etchebarne,472900,Sud América,"RCB, LCB, RCB3",26.0,1,0,1799,2021
J. Álvarez,322472,Torque,"LW, LWF, LAMF",26.0,3,4,1795,2021
J. Varela,397730,Deportivo Maldonado,"LCB, RCB",23.0,1,0,1779,2021
L. Fernández,58254,Nacional,"CF, AMF",30.0,7,6,1777,2021
B. Bentaberry,449731,Progreso,"RB, RCB3",24.0,1,0,1772,2021
E. Darias,506234,Deportivo Maldonado,"RW, RAMF, RB",23.0,2,3,1771,2021
J. Barboza,193619,Progreso,"LCMF, RCMF, LCMF3",30.0,1,0,1770,2021
G. Álvarez,-68001,Boston River,"LCB, LCB3",21.0,2,0,1761,2021
I. Pereira,-89484,Fénix,"CF, LW, LWF",23.0,4,4,1727,2021
B. Giménez,200817,Sud América,"AMF, LCMF",29.0,1,1,1715,2021
M. Camarda,-191811,Sud América,CF,20.0,3,1,1714,2021
H. Souza,57099,Deportivo Maldonado,LCB,36.0,0,0,1712,2021
S. Guerrero,-236495,Torque,CF,20.0,10,1,1706,2021
A. Acosta,-192851,Rentistas,"LB, CF",20.0,0,0,1705,2021
